,일시,계절,공휴일,근무일,날씨,기온,체감기온,습도,풍속,비회원이용자수,회원이용자수,이용자수,연도,월,일,시각,요일
5550,2012-01-06 09:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.12,70,11.0014,4,237,241,2012,1,6,9,금
5551,2012-01-06 10:00:00,봄,공휴일 아님,근무일,좋음,10.66,12.88,65,12.998,14,102,116,2012,1,6,10,금
5552,2012-01-06 11:00:00,봄,공휴일 아님,근무일,좋음,12.3,15.15,56,11.0014,8,130,138,2012,1,6,11,금
5553,2012-01-06 12:00:00,봄,공휴일 아님,근무일,좋음,14.76,16.665,50,16.9979,23,168,191,2012,1,6,12,금
5554,2012-01-06 13:00:00,봄,공휴일 아님,근무일,좋음,16.4,20.455,43,19.0012,16,188,204,2012,1,6,13,금
5555,2012-01-06 14:00:00,봄,공휴일 아님,근무일,좋음,18.86,22.725,36,12.998,26,152,178,2012,1,6,14,금
5556,2012-01-06 15:00:00,봄,공휴일 아님,근무일,좋음,21.32,25.0,27,16.9979,44,178,222,2012,1,6,15,금
5557,2012-01-06 16:00:00,봄,공휴일 아님,근무일,좋음,21.32,25.0,27,19.0012,35,259,294,2012,1,6,16,금
5558,2012-01-06 17:00:00,봄,공휴일 아님,근무일,좋음,18.86,22.725,36,15.0013,20,456,476,2012,1,6,17,금
5559,2012-01-06 18:00:00,봄,공휴일 아님,근무일,좋음,20.5,24.24,29,16.9979,28,391,419,2012,1,6,18,금
5560,2012-01-06 19:00:00,봄,공휴일 아님,근무일,좋음,18.86,22.725,33,19.0012,11,261,272,2012,1,6,19,금
5561,2012-01-06 20:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,41,12.998,14,163,177,2012,1,6,20,금
5562,2012-01-06 21:00:00,봄,공휴일 아님,근무일,좋음,16.4,20.455,43,15.0013,17,137,154,2012,1,6,21,금
5563,2012-01-06 22:00:00,봄,공휴일 아님,근무일,좋음,14.76,17.425,50,12.998,12,123,135,2012,1,6,22,금
5564,2012-01-06 23:00:00,봄,공휴일 아님,근무일,좋음,14.76,18.94,50,0.0,13,88,101,2012,1,6,23,금
5565,2012-01-07 00:00:00,봄,공휴일 아님,근무일 아님,좋음,14.76,17.425,50,11.0014,2,77,79,2012,1,7,0,토
5566,2012-01-07 01:00:00,봄,공휴일 아님,근무일 아님,좋음,15.58,19.695,46,11.0014,6,56,62,2012,1,7,1,토
5567,2012-01-07 02:00:00,봄,공휴일 아님,근무일 아님,좋음,14.76,18.18,50,7.0015,2,36,38,2012,1,7,2,토
5568,2012-01-07 03:00:00,봄,공휴일 아님,근무일 아님,좋음,13.12,16.665,57,7.0015,1,19,20,2012,1,7,3,토
5569,2012-01-07 04:00:00,봄,공휴일 아님,근무일 아님,좋음,13.12,16.665,57,6.0032,1,9,10,2012,1,7,4,토
5570,2012-01-07 05:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,13.635,75,7.0015,2,7,9,2012,1,7,5,토
5571,2012-01-07 06:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,13.635,75,7.0015,0,7,7,2012,1,7,6,토
5572,2012-01-07 07:00:00,봄,공휴일 아님,근무일 아님,좋음,9.02,11.365,87,12.998,0,20,20,2012,1,7,7,토
5573,2012-01-07 08:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,12.88,75,7.0015,0,64,64,2012,1,7,8,토
5574,2012-01-07 09:00:00,봄,공휴일 아님,근무일 아님,좋음,9.02,11.365,80,8.9981,14,116,130,2012,1,7,9,토
5575,2012-01-07 10:00:00,봄,공휴일 아님,근무일 아님,좋음,11.48,15.15,75,6.0032,43,160,203,2012,1,7,10,토
5576,2012-01-07 11:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,15.91,57,15.0013,74,250,324,2012,1,7,11,토
5577,2012-01-07 12:00:00,봄,공휴일 아님,근무일 아님,좋음,16.4,20.455,43,15.0013,100,276,376,2012,1,7,12,토
5578,2012-01-07 13:00:00,봄,공휴일 아님,근무일 아님,좋음,18.04,21.97,44,12.998,149,296,445,2012,1,7,13,토
5579,2012-01-07 14:00:00,봄,공휴일 아님,근무일 아님,좋음,20.5,24.24,42,19.0012,156,356,512,2012,1,7,14,토
5580,2012-01-07 15:00:00,봄,공휴일 아님,근무일 아님,좋음,23.78,27.275,37,19.9995,132,317,449,2012,1,7,15,토
5581,2012-01-07 16:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,22.96,26.515,37,19.0012,133,268,401,2012,1,7,16,토
5582,2012-01-07 17:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,22.14,25.76,43,8.9981,87,235,322,2012,1,7,17,토
5583,2012-01-07 18:00:00,봄,공휴일 아님,근무일 아님,좋음,22.14,25.76,45,8.9981,49,248,297,2012,1,7,18,토
5584,2012-01-07 19:00:00,봄,공휴일 아님,근무일 아님,좋음,21.32,25.0,42,7.0015,44,171,215,2012,1,7,19,토
5585,2012-01-07 20:00:00,봄,공휴일 아님,근무일 아님,좋음,20.5,24.24,39,16.9979,21,149,170,2012,1,7,20,토
5586,2012-01-07 21:00:00,봄,공휴일 아님,근무일 아님,좋음,18.04,21.97,44,15.0013,22,118,140,2012,1,7,21,토
5587,2012-01-07 22:00:00,봄,공휴일 아님,근무일 아님,좋음,18.04,21.97,38,16.9979,16,93,109,2012,1,7,22,토
5588,2012-01-07 23:00:00,봄,공휴일 아님,근무일 아님,좋음,17.22,21.21,38,15.0013,16,103,119,2012,1,7,23,토
5589,2012-01-08 00:00:00,봄,공휴일 아님,근무일 아님,좋음,15.58,19.695,40,19.0012,14,77,91,2012,1,8,0,일
5590,2012-01-08 01:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,16.665,42,12.998,10,62,72,2012,1,8,1,일
5591,2012-01-08 02:00:00,봄,공휴일 아님,근무일 아님,좋음,14.76,16.665,37,19.0012,10,57,67,2012,1,8,2,일
5592,2012-01-08 03:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,16.665,42,8.9981,6,26,32,2012,1,8,3,일
5593,2012-01-08 04:00:00,봄,공휴일 아님,근무일 아님,좋음,13.12,15.15,49,16.9979,2,4,6,2012,1,8,4,일
5594,2012-01-08 05:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,13.12,16.665,49,7.0015,0,2,2,2012,1,8,5,일
5595,2012-01-08 06:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,12.3,16.665,52,0.0,0,2,2,2012,1,8,6,일
5596,2012-01-08 07:00:00,봄,공휴일 아님,근무일 아님,약간 흐림,12.3,16.665,52,0.0,1,23,24,2012,1,8,7,일
5597,2012-01-08 08:00:00,봄,공휴일 아님,근무일 아님,좋음,12.3,15.15,52,8.9981,4,53,57,2012,1,8,8,일
5598,2012-01-08 09:00:00,봄,공휴일 아님,근무일 아님,좋음,13.12,16.665,53,8.9981,23,102,125,2012,1,8,9,일
5599,2012-01-08 10:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,16.665,49,11.0014,27,181,208,2012,1,8,10,일
5600,2012-01-08 11:00:00,봄,공휴일 아님,근무일 아님,좋음,14.76,17.425,46,15.0013,55,201,256,2012,1,8,11,일
5601,2012-01-08 12:00:00,봄,공휴일 아님,근무일 아님,좋음,15.58,19.695,43,15.0013,78,273,351,2012,1,8,12,일
5602,2012-01-08 13:00:00,봄,공휴일 아님,근무일 아님,좋음,16.4,20.455,37,19.9995,77,266,343,2012,1,8,13,일
5603,2012-01-08 14:00:00,봄,공휴일 아님,근무일 아님,좋음,16.4,20.455,40,12.998,75,253,328,2012,1,8,14,일
5604,2012-01-08 15:00:00,봄,공휴일 아님,근무일 아님,좋음,16.4,20.455,37,19.0012,89,241,330,2012,1,8,15,일
5605,2012-01-08 16:00:00,봄,공휴일 아님,근무일 아님,좋음,16.4,20.455,37,19.9995,58,256,314,2012,1,8,16,일
5606,2012-01-08 17:00:00,봄,공휴일 아님,근무일 아님,좋음,15.58,19.695,40,15.0013,22,197,219,2012,1,8,17,일
5607,2012-01-08 18:00:00,봄,공휴일 아님,근무일 아님,좋음,13.94,15.91,46,15.0013,19,162,181,2012,1,8,18,일
5608,2012-01-08 19:00:00,봄,공휴일 아님,근무일 아님,좋음,13.12,15.91,49,12.998,8,104,112,2012,1,8,19,일
5609,2012-01-08 20:00:00,봄,공휴일 아님,근무일 아님,좋음,12.3,15.15,52,11.0014,7,119,126,2012,1,8,20,일
5610,2012-01-08 21:00:00,봄,공휴일 아님,근무일 아님,좋음,11.48,13.635,56,15.0013,10,81,91,2012,1,8,21,일
5611,2012-01-08 22:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,13.635,60,7.0015,4,54,58,2012,1,8,22,일
5612,2012-01-08 23:00:00,봄,공휴일 아님,근무일 아님,좋음,10.66,12.12,56,16.9979,0,30,30,2012,1,8,23,일
5613,2012-01-09 00:00:00,봄,공휴일 아님,근무일,좋음,9.84,11.365,60,15.0013,3,12,15,2012,1,9,0,월
5614,2012-01-09 01:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.12,60,8.9981,1,4,5,2012,1,9,1,월
5615,2012-01-09 02:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.12,56,8.9981,2,3,5,2012,1,9,2,월
5616,2012-01-09 03:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.12,52,11.0014,0,3,3,2012,1,9,3,월
5617,2012-01-09 04:00:00,봄,공휴일 아님,근무일,좋음,9.02,12.12,64,7.0015,0,4,4,2012,1,9,4,월
5618,2012-01-09 05:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,11.365,64,6.0032,0,21,21,2012,1,9,5,월
5619,2012-01-09 06:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,11.365,60,8.9981,3,85,88,2012,1,9,6,월
5620,2012-01-09 07:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,12.12,60,7.0015,1,239,240,2012,1,9,7,월
5621,2012-01-09 08:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,12.88,55,6.0032,13,407,420,2012,1,9,8,월
5622,2012-01-09 09:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,13.635,64,0.0,9,188,197,2012,1,9,9,월
5623,2012-01-09 10:00:00,봄,공휴일 아님,근무일,좋음,9.84,14.395,60,0.0,13,95,108,2012,1,9,10,월
5624,2012-01-09 11:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,14.395,56,6.0032,6,82,88,2012,1,9,11,월
5625,2012-01-09 12:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,13.635,56,7.0015,10,93,103,2012,1,9,12,월
5626,2012-01-09 13:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,13.635,56,7.0015,3,77,80,2012,1,9,13,월
5627,2012-01-09 14:00:00,봄,공휴일 아님,근무일,흐림,9.02,11.365,75,11.0014,5,45,50,2012,1,9,14,월
5628,2012-01-09 15:00:00,봄,공휴일 아님,근무일,흐림,9.02,11.365,75,11.0014,5,64,69,2012,1,9,15,월
5629,2012-01-09 16:00:00,봄,공휴일 아님,근무일,흐림,9.02,12.88,87,6.0032,3,46,49,2012,1,9,16,월
5630,2012-01-09 17:00:00,봄,공휴일 아님,근무일,흐림,9.02,13.635,87,0.0,5,147,152,2012,1,9,17,월
5631,2012-01-09 18:00:00,봄,공휴일 아님,근무일,매우 흐림,8.2,11.365,86,6.0032,6,158,164,2012,1,9,18,월
5632,2012-01-09 19:00:00,봄,공휴일 아님,근무일,흐림,8.2,11.365,93,6.0032,3,187,190,2012,1,9,19,월
5633,2012-01-09 20:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,11.365,86,6.0032,5,127,132,2012,1,9,20,월
5634,2012-01-09 21:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,12.88,93,0.0,1,78,79,2012,1,9,21,월
5635,2012-01-09 22:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,11.365,92,7.0015,8,54,62,2012,1,9,22,월
5636,2012-01-09 23:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,12.12,87,7.0015,1,51,52,2012,1,9,23,월
5637,2012-01-10 00:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,12.12,87,7.0015,0,14,14,2012,1,10,0,화
5638,2012-01-10 01:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,12.12,93,7.0015,2,3,5,2012,1,10,1,화
5639,2012-01-10 02:00:00,봄,공휴일 아님,근무일,약간 흐림,9.02,11.365,87,11.0014,2,2,4,2012,1,10,2,화
5640,2012-01-10 04:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,10.605,86,11.0014,0,4,4,2012,1,10,4,화
5641,2012-01-10 05:00:00,봄,공휴일 아님,근무일,좋음,16.4,20.455,47,15.0013,0,23,23,2012,1,10,5,화
5642,2012-01-10 06:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,9.09,93,12.998,0,79,79,2012,1,10,6,화
5643,2012-01-10 07:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,9.85,93,11.0014,3,219,222,2012,1,10,7,화
5644,2012-01-10 08:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,9.85,93,11.0014,6,465,471,2012,1,10,8,화
5645,2012-01-10 09:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,9.85,93,11.0014,11,184,195,2012,1,10,9,화
5646,2012-01-10 10:00:00,봄,공휴일 아님,근무일,약간 흐림,7.38,9.85,93,11.0014,3,80,83,2012,1,10,10,화
5647,2012-01-10 11:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,19.9995,8,93,101,2012,1,10,11,화
5648,2012-01-10 12:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,19.9995,13,127,140,2012,1,10,12,화
5649,2012-01-10 13:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,19.9995,15,163,178,2012,1,10,13,화
5650,2012-01-10 14:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,19.9995,10,96,106,2012,1,10,14,화
5651,2012-01-10 15:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,19.9995,17,119,136,2012,1,10,15,화
5652,2012-01-10 16:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,23.9994,15,225,240,2012,1,10,16,화
5653,2012-01-10 17:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,38,16.9979,14,446,460,2012,1,10,17,화
5654,2012-01-10 18:00:00,봄,공휴일 아님,근무일,좋음,16.4,20.455,40,7.0015,13,372,385,2012,1,10,18,화
5655,2012-01-10 19:00:00,봄,공휴일 아님,근무일,좋음,15.58,19.695,46,7.0015,11,270,281,2012,1,10,19,화
5656,2012-01-10 20:00:00,봄,공휴일 아님,근무일,좋음,13.94,17.425,53,7.0015,10,190,200,2012,1,10,20,화
5657,2012-01-10 21:00:00,봄,공휴일 아님,근무일,좋음,13.12,16.665,66,6.0032,7,109,116,2012,1,10,21,화
5658,2012-01-10 22:00:00,봄,공휴일 아님,근무일,좋음,12.3,15.15,70,6.0032,10,104,114,2012,1,10,22,화
5659,2012-01-10 23:00:00,봄,공휴일 아님,근무일,좋음,10.66,13.635,81,7.0015,3,38,41,2012,1,10,23,화
5660,2012-01-11 00:00:00,봄,공휴일 아님,근무일,좋음,10.66,15.15,81,0.0,2,26,28,2012,1,11,0,수
5661,2012-01-11 01:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.88,87,6.0032,1,6,7,2012,1,11,1,수
5662,2012-01-11 02:00:00,봄,공휴일 아님,근무일,좋음,8.2,10.605,85,11.0014,0,5,5,2012,1,11,2,수
5663,2012-01-11 03:00:00,봄,공휴일 아님,근무일,좋음,9.02,13.635,80,0.0,0,4,4,2012,1,11,3,수
5664,2012-01-11 04:00:00,봄,공휴일 아님,근무일,좋음,8.2,10.605,80,8.9981,0,2,2,2012,1,11,4,수
5665,2012-01-11 05:00:00,봄,공휴일 아님,근무일,좋음,8.2,10.605,80,8.9981,0,22,22,2012,1,11,5,수
5666,2012-01-11 06:00:00,봄,공휴일 아님,근무일,좋음,8.2,10.605,86,8.9981,2,72,74,2012,1,11,6,수
5667,2012-01-11 07:00:00,봄,공휴일 아님,근무일,좋음,8.2,10.605,80,8.9981,9,247,256,2012,1,11,7,수
5668,2012-01-11 08:00:00,봄,공휴일 아님,근무일,좋음,8.2,11.365,82,7.0015,11,488,499,2012,1,11,8,수
5669,2012-01-11 09:00:00,봄,공휴일 아님,근무일,약간 흐림,8.2,10.605,86,8.9981,7,218,225,2012,1,11,9,수
5670,2012-01-11 10:00:00,봄,공휴일 아님,근무일,약간 흐림,9.84,12.12,87,8.9981,13,84,97,2012,1,11,10,수
5671,2012-01-11 11:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,14.395,87,6.0032,9,90,99,2012,1,11,11,수
5672,2012-01-11 12:00:00,봄,공휴일 아님,근무일,흐림,12.3,16.665,81,0.0,4,51,55,2012,1,11,12,수
5673,2012-01-11 13:00:00,봄,공휴일 아님,근무일,흐림,13.12,17.425,76,0.0,8,57,65,2012,1,11,13,수
5674,2012-01-11 14:00:00,봄,공휴일 아님,근무일,흐림,13.12,16.665,81,7.0015,3,70,73,2012,1,11,14,수
5675,2012-01-11 15:00:00,봄,공휴일 아님,근무일,약간 흐림,13.94,17.425,87,6.0032,6,73,79,2012,1,11,15,수
5676,2012-01-11 16:00:00,봄,공휴일 아님,근무일,약간 흐림,13.94,15.91,87,16.9979,6,112,118,2012,1,11,16,수
5677,2012-01-11 17:00:00,봄,공휴일 아님,근무일,흐림,13.94,15.91,87,15.0013,6,128,134,2012,1,11,17,수
5678,2012-01-11 18:00:00,봄,공휴일 아님,근무일,흐림,13.94,16.665,87,12.998,2,96,98,2012,1,11,18,수
5679,2012-01-11 19:00:00,봄,공휴일 아님,근무일,흐림,13.12,15.15,93,15.0013,1,92,93,2012,1,11,19,수
5680,2012-01-11 20:00:00,봄,공휴일 아님,근무일,흐림,13.12,15.91,93,11.0014,2,55,57,2012,1,11,20,수
5681,2012-01-11 21:00:00,봄,공휴일 아님,근무일,흐림,13.94,15.91,87,15.0013,0,29,29,2012,1,11,21,수
5682,2012-01-11 22:00:00,봄,공휴일 아님,근무일,흐림,13.94,16.665,87,12.998,0,49,49,2012,1,11,22,수
5683,2012-01-11 23:00:00,봄,공휴일 아님,근무일,흐림,13.94,15.91,87,15.0013,0,9,9,2012,1,11,23,수
5684,2012-01-12 00:00:00,봄,공휴일 아님,근무일,흐림,13.94,16.665,93,12.998,0,3,3,2012,1,12,0,목
5685,2012-01-12 01:00:00,봄,공휴일 아님,근무일,흐림,14.76,17.425,93,12.998,0,3,3,2012,1,12,1,목
5686,2012-01-12 02:00:00,봄,공휴일 아님,근무일,흐림,14.76,17.425,93,16.9979,1,1,2,2012,1,12,2,목
5687,2012-01-12 03:00:00,봄,공휴일 아님,근무일,흐림,14.76,17.425,93,16.9979,0,3,3,2012,1,12,3,목
5688,2012-01-12 04:00:00,봄,공휴일 아님,근무일,흐림,14.76,17.425,93,12.998,0,2,2,2012,1,12,4,목
5689,2012-01-12 05:00:00,봄,공휴일 아님,근무일,흐림,13.94,17.425,93,6.0032,0,16,16,2012,1,12,5,목
5690,2012-01-12 06:00:00,봄,공휴일 아님,근무일,흐림,14.76,17.425,93,8.9981,1,88,89,2012,1,12,6,목
5691,2012-01-12 07:00:00,봄,공휴일 아님,근무일,약간 흐림,13.94,15.91,87,19.0012,2,218,220,2012,1,12,7,목
5692,2012-01-12 08:00:00,봄,공휴일 아님,근무일,좋음,13.12,15.91,81,12.998,11,497,508,2012,1,12,8,목
5693,2012-01-12 09:00:00,봄,공휴일 아님,근무일,좋음,13.12,16.665,81,7.0015,10,220,230,2012,1,12,9,목
5694,2012-01-12 10:00:00,봄,공휴일 아님,근무일,좋음,13.94,17.425,81,7.0015,6,84,90,2012,1,12,10,목
5695,2012-01-12 11:00:00,봄,공휴일 아님,근무일,약간 흐림,13.94,17.425,81,7.0015,18,101,119,2012,1,12,11,목
5696,2012-01-12 12:00:00,봄,공휴일 아님,근무일,약간 흐림,13.94,17.425,81,7.0015,14,130,144,2012,1,12,12,목
5697,2012-01-12 13:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,77,11.0014,13,170,183,2012,1,12,13,목
5698,2012-01-12 14:00:00,봄,공휴일 아님,근무일,좋음,17.22,21.21,77,11.0014,24,132,156,2012,1,12,14,목
5699,2012-01-12 15:00:00,봄,공휴일 아님,근무일,좋음,18.04,21.97,72,8.9981,32,156,188,2012,1,12,15,목
5700,2012-01-12 16:00:00,봄,공휴일 아님,근무일,좋음,18.86,22.725,67,12.998,33,248,281,2012,1,12,16,목
5701,2012-01-12 17:00:00,봄,공휴일 아님,근무일,좋음,18.86,22.725,63,11.0014,23,472,495,2012,1,12,17,목
5702,2012-01-12 18:00:00,봄,공휴일 아님,근무일,좋음,18.04,21.97,67,12.998,22,399,421,2012,1,12,18,목
5703,2012-01-12 19:00:00,봄,공휴일 아님,근무일,약간 흐림,17.22,21.21,71,11.0014,17,313,330,2012,1,12,19,목
5704,2012-01-12 20:00:00,봄,공휴일 아님,근무일,약간 흐림,17.22,21.21,71,12.998,11,229,240,2012,1,12,20,목
5705,2012-01-12 21:00:00,봄,공휴일 아님,근무일,좋음,18.04,21.97,67,8.9981,12,162,174,2012,1,12,21,목
5706,2012-01-12 22:00:00,봄,공휴일 아님,근무일,좋음,15.58,19.695,76,19.9995,12,121,133,2012,1,12,22,목
5707,2012-01-12 23:00:00,봄,공휴일 아님,근무일,좋음,16.4,20.455,76,22.0028,7,60,67,2012,1,12,23,목
5708,2012-01-13 00:00:00,봄,공휴일 아님,근무일,약간 흐림,16.4,20.455,71,19.0012,4,38,42,2012,1,13,0,금
5709,2012-01-13 01:00:00,봄,공휴일 아님,근무일,약간 흐림,15.58,19.695,76,19.9995,0,12,12,2012,1,13,1,금
5710,2012-01-13 02:00:00,봄,공휴일 아님,근무일,좋음,16.4,20.455,76,23.9994,1,13,14,2012,1,13,2,금
5711,2012-01-13 03:00:00,봄,공휴일 아님,근무일,좋음,14.76,16.665,87,16.9979,3,4,7,2012,1,13,3,금
5712,2012-01-13 04:00:00,봄,공휴일 아님,근무일,흐림,13.12,14.395,70,32.9975,1,2,3,2012,1,13,4,금
5713,2012-01-13 05:00:00,봄,공휴일 아님,근무일,약간 흐림,12.3,12.12,70,36.9974,0,21,21,2012,1,13,5,금
5714,2012-01-13 06:00:00,봄,공휴일 아님,근무일,약간 흐림,10.66,12.88,75,15.0013,2,71,73,2012,1,13,6,금
5715,2012-01-13 07:00:00,봄,공휴일 아님,근무일,좋음,10.66,12.88,60,15.0013,3,174,177,2012,1,13,7,금
5716,2012-01-13 08:00:00,봄,공휴일 아님,근무일,좋음,9.84,10.605,52,23.9994,11,408,419,2012,1,13,8,금
5717,2012-01-13 09:00:00,봄,공휴일 아님,근무일,좋음,9.02,9.85,47,26.0027,10,204,214,2012,1,13,9,금
5718,2012-01-13 10:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,44,30.0026,2,101,103,2012,1,13,10,금
5719,2012-01-13 11:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.09,38,40.9973,12,102,114,2012,1,13,11,금
5720,2012-01-13 12:00:00,봄,공휴일 아님,근무일,좋음,9.84,9.85,38,32.9975,14,140,154,2012,1,13,12,금
5721,2012-01-13 13:00:00,봄,공휴일 아님,근무일,좋음,10.66,10.605,33,35.0008,14,140,154,2012,1,13,13,금
5722,2012-01-13 14:00:00,봄,공휴일 아님,근무일,좋음,10.66,10.605,33,36.9974,10,119,129,2012,1,13,14,금
5723,2012-01-13 15:00:00,봄,공휴일 아님,근무일,좋음,10.66,10.605,33,39.0007,15,123,138,2012,1,13,15,금
5724,2012-01-13 16:00:00,봄,공휴일 아님,근무일,좋음,11.48,12.12,30,31.0009,18,215,233,2012,1,13,16,금
5725,2012-01-13 17:00:00,봄,공휴일 아님,근무일,좋음,11.48,12.12,33,27.9993,15,317,332,2012,1,13,17,금
5726,2012-01-13 18:00:00,봄,공휴일 아님,근무일,좋음,10.66,11.365,38,19.9995,7,294,301,2012,1,13,18,금
5727,2012-01-13 19:00:00,봄,공휴일 아님,근무일,좋음,10.66,12.12,38,19.0012,7,199,206,2012,1,13,19,금
5728,2012-01-13 20:00:00,봄,공휴일 아님,근무일,좋음,9.84,12.12,41,11.0014,6,130,136,2012,1,13,20,금
5729,2012-01-13 21:00:00,봄,공휴일 아님,근무일,좋음,9.84,10.605,41,19.0012,7,95,102,2012,1,13,21,금
5730,2012-01-13 22:00:00,봄,공휴일 아님,근무일,좋음,8.2,9.09,47,22.0028,7,58,65,2012,1,13,22,금
5731,2012-01-13 23:00:00,봄,공휴일 아님,근무일,좋음,7.38,9.09,47,12.998,5,60,65,2012,1,13,23,금
5732,2012-01-14 00:00:00,봄,공휴일 아님,근무일 아님,좋음,6.56,9.09,47,7.0015,2,42,44,2012,1,14,0,토
5733,2012-01-14 01:00:00,봄,공휴일 아님,근무일 아님,좋음,6.56,7.575,47,12.998,6,44,50,2012,1,14,1,토
5734,2012-01-14 02:00:00,봄,공휴일 아님,근무일 아님,좋음,6.56,8.335,47,11.0014,6,32,38,2012,1,14,2,토
5735,2012-01-14 03:00:00,봄,공휴일 아님,근무일 아님,좋음,5.74,8.335,54,7.0015,6,14,20,2012,1,14,3,토
5736,2012-01-14 04:00:00,봄,공휴일 아님,근무일 아님,좋음,5.74,7.575,50,8.9981,0,3,3,2012,1,14,4,토
5737,2012-01-14 05:00:00,봄,공휴일 아님,근무일 아님,좋음,5.74,7.575,50,8.9981,0,4,4,2012,1,14,5,토
5738,2012-01-14 06:00:00,봄,공휴일 아님,근무일 아님,좋음,5.74,7.575,50,0.0,0,5,5,2012,1,14,6,토
5739,2012-01-14 07:00:00,봄,공휴일 아님,근무일 아님,좋음,5.74,7.575,50,8.9981,0,24,24,2012,1,14,7,토
5740,2012-01-14 08:00:00,봄,공휴일 아님,근무일 아님,좋음,4.92,7.575,54,7.0015,3,89,92,2012,1,14,8,토
5741,2012-01-14 09:00:00,봄,공휴일 아님,근무일 아님,좋음,5.74,8.335,50,7.0015,3,78,81,2012,1,14,9,토
5742,2012-01-14 10:00:00,봄,공휴일 아님,근무일 아님,좋음,6.56,11.365,47,0.0,14,135,149,2012,1,14,10,토
5743,2012-01-14 11:00:00,봄,공휴일 아님,근무일 아님,좋음,8.2,9.85,40,12.998,28,150,178,2012,1,14,11,토
5744,2012-01-14 12:00:00,봄,공휴일 아님,근무일 아님,좋음,9.02,10.605,41,16.9979,30,189,219,2012,1,14,12,토
5745,2012-01-14 13:00:00,봄,공휴일 아님,근무일 아님,좋음,9.02,10.605,44,19.0012,38,182,220,2012,1,14,13,토
5746,2012-01-14 14:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,10.605,41,19.9995,52,179,231,2012,1,14,14,토
5747,2012-01-14 15:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,10.605,38,19.9995,49,177,226,2012,1,14,15,토
5748,2012-01-14 16:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,11.365,38,15.0013,28,178,206,2012,1,14,16,토
5749,2012-01-14 17:00:00,봄,공휴일 아님,근무일 아님,좋음,9.84,11.365,41,16.9979,15,129,144,2012,1,14,17,토
5750,2012-01-14 18:00:00,봄,공휴일 아님,근무일 아님,좋음,9.02,11.365,41,12.998,21,122,143,2012,1,14,18,토
5751,2012-01-14 19:00:00,봄,공휴일 아님,근무일 아님,좋음,8.2,9.85,47,15.0013,12,90,102,2012,1,14,19,토
5752,2012-01-14 20:00:00,봄,공휴일 아님,근무일 아님,좋음,8.2,9.85,44,16.9979,8,95,103,2012,1,14,20,토
